"Case Id","Case Status","Products","No. ofMachines","No. ofEvents","Last Event","OpportunityTotal","Organization Name","Country","Website","CaseManager"
"558339#1","Unqualified","SketchUp Pro Unlicensed","20","553","22-Feb-20","6,255","Gwdeocr","Viet Nam","www.gwdeocr.com","Luis Diaz"
"444723#2","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","20","421","22-Feb-20","695","Tri Viet Steel Buildings","Viet Nam","www.trivietsteel.com","Luis Diaz"
"1129416#1","Unqualified","SketchUp Pro Unlicensed","20","275","22-Feb-20","4,865","Xmt","Viet Nam","www.xmt.vn","Luis Diaz"
"861294#2","Unqualified","SketchUp Pro Unlicensed","19","1,096","22-Feb-20","6,255","Interdist","Viet Nam","www.interdist.com.vn","Luis Diaz"
"1580397#1","Unqualified","SketchUp Pro Unlicensed","19","936","22-Feb-20","11,815","Tuvandongduong","Viet Nam","www.tuvandongduong.vn","Luis Diaz"
"389821#2","Unqualified","SketchUp Pro Unlicensed","19","749","22-Feb-20","9,035","Quanlyxe","Viet Nam","www.quanlyxe.vn","Luis Diaz"
"1797797#1","Unqualified","SketchUp Pro Unlicensed","19","485","22-Feb-20","10,425","Đỗ Minh","Viet Nam","www.minhdv.com","Luis Diaz"
"1792793#1","Unqualified","SketchUp Make, SketchUp Pro Trial, SketchUp Pro Unlicensed, TEST Builds","18","5,155","22-Feb-20","6,255","Talavn","Viet Nam","-","Luis Diaz"
"397068#4","Unqualified","SketchUp Pro Unlicensed","17","3,195","22-Feb-20","6,950","Delta Civil & Industrial Construction Co., Ltd","Viet Nam","deltacorp.vn/","Luis Diaz"
"691221#2","Unqualified","SketchUp Pro Unlicensed, TEST Builds","17","2,377","22-Feb-20","5,560","Công Ty TNHH MTV Anh Minh Anh","Viet Nam","www.anhminhanh.vn","Luis Diaz"
"1004730#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","17","1,882","22-Feb-20","9,730","Lsa","Viet Nam","www.lsa.vn","Luis Diaz"
"565996#1","Unqualified","SketchUp Pro Licensed, SketchUp Pro Unlicensed, TEST Builds","17","723","22-Feb-20","2,085","PVOIL - Tổng công ty Dầu Việt Nam - CTCP","Viet Nam","www.pvoil.com.vn","Luis Diaz"
"1003280#1","Unqualified","SketchUp Make, SketchUp Pro Licensed, SketchUp Pro Unlicensed","16","3,370","22-Feb-20","5,560","Furniture Inconcept","Viet Nam","www.inconcept.vn","Luis Diaz"
"803860#1","Unqualified","SketchUp Pro Unlicensed","16","1,563","22-Feb-20","4,865","Công Ty Cổ Phần Tư Vấn Xây Dựng Sơn Hà","Viet Nam","www.shac.vn","Luis Diaz"
"1023738#3","Unqualified","SketchUp Pro Unlicensed","16","1,219","22-Feb-20","9,730","GOOME JSC","Viet Nam","goome.com.vn/vi","Luis Diaz"
"558226#1","Unqualified","SketchUp Make, SketchUp Pro Trial, SketchUp Pro Unlicensed","16","1,070","22-Feb-20","2,780","Duck2","Viet Nam","www.duck2.club","Luis Diaz"
"1249945#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","16","852","22-Feb-20","4,170","Hungphuoc","Viet Nam","-","Luis Diaz"
"603148#2","Unqualified","SketchUp Pro Unlicensed","16","794","22-Feb-20","6,950","Trường đào tạo đồ họa kiến trúc 3D VietCG","Viet Nam","www.vietcg.com","Luis Diaz"
"1935493#1","Unqualified","SketchUp Pro Unlicensed","16","686","22-Feb-20","5,560","Officearchivina","Viet Nam","www.officearchivina.com","Luis Diaz"
"451799#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","16","378","22-Feb-20","2,780","Dxmb","Viet Nam","www.dxmb.vn","Luis Diaz"
"358976#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","16","258","22-Feb-20","2,780","Cong ty CP Licogi 16","Viet Nam","www.licogi16.com","Luis Diaz"
"561100#1","Unqualified","SketchUp Pro Unlicensed","15","1,509","22-Feb-20","3,475","Công Ty TNHH Quảng cáo và Trang trí nội thất Bình Minh","Viet Nam","www.binhminhad.vn","Luis Diaz"
"570116#1","Unqualified","SketchUp Pro Unlicensed","15","1,047","22-Feb-20","4,170","4vuong","Viet Nam","www.4vuong.com","Luis Diaz"
"1824562#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","15","192","22-Feb-20","4,865","Tkdrive","Viet Nam","www.tkdrive.com","Luis Diaz"
"443919#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","14","3,164","22-Feb-20","2,780","Loc Thanh Corporation Loc Thanh Corporation","Viet Nam","www.stoavn.com","Luis Diaz"
"684916#2","Unqualified","SketchUp Pro Unlicensed","14","860","22-Feb-20","3,475","HICON Investment Joint Stock Company","Viet Nam","hicon.vn/","Luis Diaz"
"663354#1","Unqualified","SketchUp Make, SketchUp Pro Licensed, SketchUp Pro Trial, SketchUp Pro Unlicensed","14","741","22-Feb-20","3,475","Nykvngrp","Viet Nam","www.nykvngrp.com.vn","Luis Diaz"
"959420#1","Unqualified","SketchUp Pro Unlicensed","14","684","22-Feb-20","3,475","Vdigroup","Viet Nam","www.vdigroup.vn","Luis Diaz"
"1103654#1","Unqualified","SketchUp Pro Unlicensed","14","632","22-Feb-20","1,390","Nis","Viet Nam","www.nis.vn","Luis Diaz"
"673240#6","Unqualified","SketchUp Pro Unlicensed, TEST Builds","14","375","22-Feb-20","6,255","Flamingo Dai Lai Resort","Viet Nam","www.hvg.com.vn","Luis Diaz"
"1856406#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","14","316","22-Feb-20","5,560","Heisei","Viet Nam","www.heisei.be","Luis Diaz"
"1159596#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","14","309","22-Feb-20","5,560","BIM GROUP","Viet Nam","www.bimgroup.com","Luis Diaz"
"764441#1","Unqualified","SketchUp Pro Unlicensed","13","2,025","22-Feb-20","5,560","Khonggiandep","Viet Nam","www.khonggiandep.com.vn","Luis Diaz"
"553127#1","Unqualified","SketchUp Pro Unlicensed","13","911","22-Feb-20","3,475","Vietbank","Viet Nam","www.vietbank.com.vn","Luis Diaz"
"1095170#1","Unqualified","SketchUp Pro Unlicensed","13","880","22-Feb-20","7,645","Lazada","Viet Nam","www.lazada.vn","Luis Diaz"
"967497#1","Unqualified","SketchUp Pro Unlicensed","13","522","22-Feb-20","5,560","Thefive","Viet Nam","www.thefive.com.vn","Luis Diaz"
"296589#3","Unqualified","SketchUp Pro Unlicensed","13","420","22-Feb-20","6,255","Cong ty TNHH Sai Gon Rita","Viet Nam","www.ritavo.com","Luis Diaz"
"911313#2","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","13","285","22-Feb-20","2,780","Khang Hy Construction Corporation","Viet Nam","www.khanghy.com.vn","Luis Diaz"
"583928#1","Unqualified","SketchUp Make, SketchUp Pro Licensed, SketchUp Pro Unlicensed, TEST Builds","12","7,350","22-Feb-20","3,475","Phuongviet","Viet Nam","www.phuongviet.net.vn","Luis Diaz"
"495772#1","Unqualified","SketchUp Pro Licensed, SketchUp Pro Trial, SketchUp Pro Unlicensed","12","3,186","22-Feb-20","4,170","Aif-studio & alis-lighting","Viet Nam","www.aif-studio.vn","Luis Diaz"
"250764#2","Unqualified","SketchUp Make, SketchUp Pro Trial, SketchUp Pro Unlicensed","12","2,205","22-Feb-20","4,170","Kit Invest S.L.","Viet Nam","www.qwer.com","Luis Diaz"
"609172#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","12","988","22-Feb-20","2,780","Saigonxanh","Viet Nam","www.saigonxanh.com","Luis Diaz"
"919345#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed, TEST Builds","12","539","22-Feb-20","4,170","Tla","Viet Nam","www.tla.pro.vn","Luis Diaz"
"745334#1","Unqualified","SketchUp Pro Unlicensed","12","323","22-Feb-20","4,170","A8jsc","Viet Nam","www.a8jsc.vn","Luis Diaz"
"671809#1","Unqualified","SketchUp Pro Licensed, SketchUp Pro Trial, SketchUp Pro Unlicensed","11","2,999","22-Feb-20","1,390","5d","Viet Nam","www.5d.com.vn","Luis Diaz"
"1105243#1","Unqualified","SketchUp Pro Unlicensed","11","1,558","22-Feb-20","4,865","Le Hoang Thien","Viet Nam","www.xaydungdatthu.com","Luis Diaz"
"661999#1","Unqualified","SketchUp Pro Unlicensed","11","975","22-Feb-20","4,170","Công ty TNHH Tư Vấn Kiến Trúc Nhiệt Đới","Viet Nam","www.kientrucnhietdoi.com.vn","Luis Diaz"
"1095023#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed, TEST Builds","11","953","22-Feb-20","5,560","vietnamtourslotus.com","Viet Nam","www.tropicalspaceil.com","Luis Diaz"
"934530#2","Unqualified","SketchUp Pro Unlicensed","11","891","22-Feb-20","6,255","Khanhvinhgroup","Viet Nam","www.khanhvinhgroup.com.vn","Luis Diaz"
"951216#1","Unqualified","SketchUp Pro Unlicensed","11","798","22-Feb-20","4,865","Corner","Viet Nam","-","Luis Diaz"
"1033324#1","Unqualified","SketchUp Pro Licensed, SketchUp Pro Unlicensed","11","692","22-Feb-20","4,865","Van Nhan Co","Viet Nam","www.vbosolution.com","Luis Diaz"
"614682#2","Unqualified","SketchUp Make, SketchUp Pro Unlicensed, TEST Builds","11","659","22-Feb-20","6,950","Legos","Viet Nam","www.legos.vn","Luis Diaz"
"1042849#1","Unqualified","SketchUp Pro Unlicensed","11","562","22-Feb-20","3,475","Trucpho","Viet Nam","www.trucpho.com.vn","Luis Diaz"
"1191152#1","Unqualified","SketchUp Pro Unlicensed","11","464","22-Feb-20","3,475","GSC Việt Nam","Viet Nam","www.gscvietnam.com.vn","Luis Diaz"
"573427#1","Unqualified","SketchUp Pro Unlicensed","11","434","22-Feb-20","2,780","Công ty TNHH Sản Xuất Thương Mại Dịch Vụ Quốc Tế Liên Phát","Viet Nam","www.apavietnam.com","Luis Diaz"
"654973#3","Unqualified","ETABS, SAFE, SAP2000","11","215","22-Feb-20","0","Hoa Phat Group","Viet Nam","www.hoaphat.com.vn","Marc Luijten"
"277859#2","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","11","200","22-Feb-20","0","Tập đoàn Điện lực Việt Nam","Viet Nam","www.evn.com.vn","Luis Diaz"
"1077717#1","Unqualified","SketchUp Pro Unlicensed","11","105","22-Feb-20","3,475","Noithathoanmy","Viet Nam","www.noithathoanmy.com.vn","Luis Diaz"
"432221#3","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","11","61","22-Feb-20","2,780","Nutifood","Viet Nam","www.nutifood.com.vn","Luis Diaz"
"547576#1","Unqualified","SketchUp Pro Licensed, SketchUp Pro Unlicensed, TEST Builds","10","3,717","22-Feb-20","5,560","4darch","Viet Nam","www.4darch.vn","Luis Diaz"
"572454#1","Unqualified","SketchUp Pro Unlicensed","10","2,608","22-Feb-20","3,475","Cosp","Viet Nam","www.cosp.com.vn","Luis Diaz"
"540034#1","Unqualified","SketchUp Pro Unlicensed","10","2,137","22-Feb-20","3,475","Inox Hùng Cường","Viet Nam","www.inoxhungcuong.com","Luis Diaz"
"649053#1","Unqualified","SketchUp Pro Unlicensed","10","1,506","22-Feb-20","4,865","Cong ty Co phan Thuong mai Dich vu Taco Viet Nam","Viet Nam","www.tocotocotea.com","Luis Diaz"
"547737#1","Unqualified","SketchUp Pro Unlicensed","10","1,227","22-Feb-20","2,780","Invidual","Viet Nam","www.hoalusport.com","Luis Diaz"
"1162137#1","Unqualified","SketchUp Pro Unlicensed","10","1,140","22-Feb-20","4,865","Công ty Cổ Phần Xây Dựng Greenteccons","Viet Nam","www.greenteccons.com","Luis Diaz"
"450156#1","Unqualified","SketchUp Pro Unlicensed","10","1,133","22-Feb-20","2,780","Sunarch","Viet Nam","www.sunarch.vn","Luis Diaz"
"906135#1","Unqualified","SketchUp Pro Unlicensed","10","747","22-Feb-20","4,170","Keycom","Viet Nam","-","Luis Diaz"
"1776289#1","Unqualified","SketchUp Pro Unlicensed","10","734","22-Feb-20","4,865","Hlg","Viet Nam","-","Luis Diaz"
"920526#1","Unqualified","SketchUp Pro Unlicensed","10","632","22-Feb-20","4,865","Cokhiphuloi","Viet Nam","www.cokhiphuloi.com.vn","Luis Diaz"
"710227#1","Unqualified","SketchUp Pro Unlicensed","10","431","22-Feb-20","2,085","Haithanh","Viet Nam","-","Luis Diaz"
"1042084#1","Unqualified","SketchUp Pro Unlicensed","10","349","22-Feb-20","2,780","Cong ty co phan noi that Defuco","Viet Nam","www.dfcvn.com","Luis Diaz"
"576278#1","Unqualified","SketchUp Pro Unlicensed","10","293","22-Feb-20","695","Công Ty TNHH XD TM & DV Tân Minh Nhân","Viet Nam","www.tanminhnhan.com.vn","Luis Diaz"
"2060391#1","Unqualified","SketchUp Pro Unlicensed","10","202","22-Feb-20","2,780","Inno","Viet Nam","-","Luis Diaz"
"549188#1","Unqualified","SketchUp Pro Unlicensed","9","2,301","22-Feb-20","2,780","lemancons","Viet Nam","www.lemancons.com","Luis Diaz"
"575759#1","Unqualified","SketchUp Pro Unlicensed","9","2,073","22-Feb-20","4,170","Namsondecor","Viet Nam","www.namsondecor.com","Luis Diaz"
"1103561#1","Unqualified","SketchUp Pro Unlicensed","9","1,208","22-Feb-20","4,865","Công ty Cổ Phần IdeAZ Việt Nam","Viet Nam","www.ideaz.com.vn","Luis Diaz"
"497458#1","Unqualified","SketchUp Pro Unlicensed","9","1,095","22-Feb-20","2,085","Thanglongpc","Viet Nam","www.thanglongpc.vn","Luis Diaz"
"653013#1","Unqualified","SketchUp Pro Unlicensed","9","998","22-Feb-20","4,170","Tanminhjsc","Viet Nam","www.tanminhjsc.com","Luis Diaz"
"1098131#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","9","662","22-Feb-20","4,170","Kygia","Viet Nam","www.kygia.vn","Luis Diaz"
"1100599#1","Unqualified","SketchUp Pro Unlicensed","9","552","22-Feb-20","4,170","Kien Truc Moi Co,Ltd","Viet Nam","www.kientrucmoi.vn","Luis Diaz"
"1909866#1","Unqualified","SketchUp Pro Unlicensed","9","437","22-Feb-20","5,560","D1 architectural studio","Viet Nam","www.d1arch.com","Luis Diaz"
"1070251#1","Unqualified","SketchUp Pro Unlicensed","9","436","22-Feb-20","3,475","SkyNext - Thiết Kế Thi Công Khu Vui Chơi Trẻ Em","Viet Nam","www.skynext.vn","Luis Diaz"
"758860#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","9","385","22-Feb-20","2,780","Esprintavn","Viet Nam","www.esprintavn.com","Luis Diaz"
"286529#2","Unqualified","SketchUp Pro Unlicensed","9","338","22-Feb-20","695","B.S.B Steel Corp J.S.C","Viet Nam","www.bsbcorp.vn","Luis Diaz"
"1259614#1","Unqualified","SketchUp Pro Unlicensed","9","254","22-Feb-20","2,780","Truong Thang Furniture","Viet Nam","www.truongthang.vn","Luis Diaz"
"1549482#1","Unqualified","SketchUp Pro Unlicensed","9","237","22-Feb-20","2,780","Contech","Viet Nam","www.contech.com.vn","Luis Diaz"
"1810075#1","Unqualified","SketchUp Pro Unlicensed","9","143","22-Feb-20","3,475","Aalafurniture","Viet Nam","www.aalafurniture.com","Luis Diaz"
"1562246#1","Unqualified","SketchUp Pro Unlicensed","9","126","22-Feb-20","2,085","Vietseccorp","Viet Nam","www.vietseccorp.vn","Luis Diaz"
"683731#2","Unqualified","SketchUp Pro Unlicensed","9","41","22-Feb-20","1,390","Xuan Mai Corp","Viet Nam","www.xuanmaicorp.vn","Luis Diaz"
"546695#1","Unqualified","SketchUp Pro Unlicensed","8","1,740","22-Feb-20","4,170","dthouse","Viet Nam","www.dthouse.com.vn","Luis Diaz"
"1177304#1","Unqualified","SketchUp Pro Unlicensed","8","1,039","22-Feb-20","4,170","Công Ty TNHH Mô Hình Kiến Trúc Phương Nam","Viet Nam","www.phuongnammodel.vn","Luis Diaz"
"497494#1","Unqualified","SketchUp Pro Unlicensed","8","993","22-Feb-20","1,390","Vajra","Viet Nam","www.vajra.com.vn","Luis Diaz"
"1104226#1","Unqualified","SketchUp Pro Unlicensed","8","887","22-Feb-20","4,170","EBIZ Co Ltd www.ebiz.asia","Viet Nam","www.ebiz.asia","Luis Diaz"
"1697882#1","Unqualified","SketchUp Pro Unlicensed","8","684","22-Feb-20","4,170","Ewd","Viet Nam","www.ewd.vn","Luis Diaz"
"1403499#1","Unqualified","SketchUp Pro Unlicensed","8","556","22-Feb-20","4,865","Cidi","Viet Nam","www.cidi.vn","Luis Diaz"
"1840794#1","Unqualified","SketchUp Pro Unlicensed","8","338","22-Feb-20","5,560","Văn Đoàn Độc Lập Việt Nam","Viet Nam","www.vandoan.vn","Luis Diaz"
"886663#1","Unqualified","SketchUp Pro Unlicensed","7","2,256","22-Feb-20","3,475","4oranges","Viet Nam","www.4oranges.vn","Luis Diaz"
"604643#1","Unqualified","SketchUp Pro Unlicensed","7","1,415","22-Feb-20","695","HALO | Interiors & Architecture","Viet Nam","www.halodesign.com.vn","Luis Diaz"
"1181871#1","Unqualified","SketchUp Pro Unlicensed","7","1,225","22-Feb-20","3,475","Openarc","Viet Nam","www.openarc.com.vn","Luis Diaz"
"1004672#1","Unqualified","SketchUp Pro Unlicensed","7","1,155","22-Feb-20","3,475","Nguyenleci","Viet Nam","www.nguyenleci.vn","Luis Diaz"
"1105103#1","Unqualified","SketchUp Pro Trial, SketchUp Pro Unlicensed","7","1,069","22-Feb-20","2,085","Cong ty TNHH Ngon Lua Moi","Viet Nam","www.newflamedad.com","Luis Diaz"
"1660336#1","Unqualified","SketchUp Pro Unlicensed","7","693","22-Feb-20","4,170","Danhmoc","Viet Nam","www.danhmoc.com.vn","Luis Diaz"
"950411#1","Unqualified","SketchUp Pro Unlicensed","7","555","22-Feb-20","2,085","Indochinevn","Viet Nam","www.indochinevn.com","Luis Diaz"
"616515#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","7","525","22-Feb-20","2,780","Tckt","Viet Nam","www.tckt.vn","Luis Diaz"
"1625018#1","Unqualified","SketchUp Pro Unlicensed","7","451","22-Feb-20","3,475","Kiến Trúc ALA - Chuyên Thiết Kế & Thi Công nội ngoại thất Kiên Giang","Viet Nam","www.kientrucala.com","Luis Diaz"
"1209853#2","Unqualified","SketchUp Pro Unlicensed","7","398","22-Feb-20","3,475","Mocb","Viet Nam","www.m-ocb.com.vn","Luis Diaz"
"1780181#1","Unqualified","SketchUp Pro Unlicensed","7","324","22-Feb-20","4,170","Thi Công Nội Thất Đà Nẵng PNT Furniture - PHÚ NHẬT THĂNG","Viet Nam","www.noithatpnt.vn","Luis Diaz"
"568396#1","Unqualified","SketchUp Pro Unlicensed","7","266","22-Feb-20","695","HungHau Holdings","Viet Nam","www.hunghau.vn","Luis Diaz"
"856793#2","Unqualified","SketchUp Pro Unlicensed","7","221","22-Feb-20","2,085","Tanminh","Viet Nam","www.tanminh.com.vn","Luis Diaz"
"1272250#2","Unqualified","SketchUp Pro Unlicensed","7","219","22-Feb-20","3,475","Kingtek Energy JSC","Viet Nam","kingteksolar.com.vn/","Luis Diaz"
"939254#1","Unqualified","SketchUp Pro Unlicensed","7","186","22-Feb-20","2,085","J&T Express Vietnam","Viet Nam","www.jtexpress.vn","Luis Diaz"
"557954#1","Unqualified","SketchUp Pro Unlicensed","7","178","22-Feb-20","2,780","Sarco","Viet Nam","www.sarco.com.vn","Luis Diaz"
"1131721#1","Unqualified","SketchUp Pro Licensed, SketchUp Pro Unlicensed","7","158","22-Feb-20","1,390","Haiphatland","Viet Nam","www.haiphatland.com.vn","Luis Diaz"
"561409#1","Unqualified","SketchUp Pro Unlicensed","6","1,432","22-Feb-20","3,475","Viet Nga Computer","Viet Nam","www.vietngapc.vn","Luis Diaz"
"555185#1","Unqualified","SketchUp Pro Unlicensed","6","724","22-Feb-20","1,390","Hanwhalife","Viet Nam","www.hanwhalife.com.vn","Luis Diaz"
"561243#1","Unqualified","SketchUp Pro Unlicensed","6","673","22-Feb-20","2,085","Khang Việt Construction","Viet Nam","www.khangvietco.vn","Luis Diaz"
"1195064#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","6","607","22-Feb-20","2,085","Hcgf","Viet Nam","www.hcgf.com.vn","Luis Diaz"
"959059#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","6","587","22-Feb-20","2,085","Loveitop","Viet Nam","www.loveitop.com","Luis Diaz"
"1342429#1","Unqualified","SketchUp Pro Unlicensed","6","533","22-Feb-20","4,170","Cong ty CP Tu van Ket Cau Quoc Te","Viet Nam","www.icstructure.com","Luis Diaz"
"1072276#1","Unqualified","SketchUp Pro Unlicensed","6","506","22-Feb-20","3,475","E.G.O.Group","Viet Nam","www.egogroup.com.vn","Luis Diaz"
"745492#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","6","504","22-Feb-20","2,780","Clarkitects","Viet Nam","www.clarkitects.com","Luis Diaz"
"1794814#1","Unqualified","SketchUp Pro Unlicensed","6","500","22-Feb-20","4,170","Tân Thành Danh","Viet Nam","www.tanthanhdanh.vn","Luis Diaz"
"1576314#1","Unqualified","SketchUp Pro Unlicensed","6","494","22-Feb-20","3,475","Vinafine","Viet Nam","www.vinafine.com.vn","Luis Diaz"
"996189#1","Unqualified","SketchUp Pro Unlicensed","6","492","22-Feb-20","2,780","Trung Quang Thanh","Viet Nam","www.nhavang.com","Luis Diaz"
"1081750#1","Unqualified","SketchUp Pro Unlicensed","6","275","22-Feb-20","1,390","Bee Phan Construction","Viet Nam","www.beephan.com","Luis Diaz"
"1823891#1","Unqualified","SketchUp Pro Unlicensed, TEST Builds","6","274","22-Feb-20","3,475","Minvoice","Viet Nam","www.minvoice.com.vn","Luis Diaz"
"1697728#1","Unqualified","SketchUp Pro Unlicensed","6","190","22-Feb-20","4,170","Anslife","Viet Nam","www.anslife.vn","Luis Diaz"
"1853580#1","Unqualified","SketchUp Make, SketchUp Pro Unlicensed","6","152","22-Feb-20","2,085","Ketnoi","Viet Nam","www.ketnoi.work","Luis Diaz"
"939546#1","Unqualified","SketchUp Pro Unlicensed","6","92","22-Feb-20","2,780","Công ty Cổ phần Du lịch và Giải trí Sài Gòn Today","Viet Nam","www.saigontoday.com.vn","Luis Diaz"
"277865#2","Unqualified","SketchUp Pro Unlicensed","6","81","22-Feb-20","2,085","Tmi.Com","Viet Nam","www.tmi.com.vn","Luis Diaz"
